branch,AA,AC,AD,AE,AF,AG,AH,AI,AK,AL,AM,AN,AP,AQ,AR,AS,AT,AV,AW,AY,CA,CC,CD,CE,CF,CG,CH,CI,CK,CL,CM,CN,CP,CQ,CR,CS,CT,CV,CW,CY,DA,DC,DD,DE,DF,DG,DH,DI,DK,DL,DM,DN,DP,DQ,DR,DS,DT,DV,DW,DY,EA,EC,ED,EE,EF,EG,EH,EI,EK,EL,EM,EN,EP,EQ,ER,ES,ET,EV,EW,EY,FA,FC,FD,FE,FF,FG,FH,FI,FK,FL,FM,FN,FP,FQ,FR,FS,FT,FV,FW,FY,GA,GC,GD,GE,GF,GG,GH,GI,GK,GL,GM,GN,GP,GQ,GR,GS,GT,GV,GW,GY,HA,HC,HD,HE,HF,HG,HH,HI,HK,HL,HM,HN,HP,HQ,HR,HS,HT,HV,HW,HY,IA,IC,ID,IE,IF,IG,IH,II,IK,IL,IM,IN,IP,IQ,IR,IS,IT,IV,IW,IY,KA,KC,KD,KE,KF,KG,KH,KI,KK,KL,KM,KN,KP,KQ,KR,KS,KT,KV,KW,KY,LA,LC,LD,LE,LF,LG,LH,LI,LK,LL,LM,LN,LP,LQ,LR,LS,LT,LV,LW,LY,MA,MC,MD,ME,MF,MG,MH,MI,MK,ML,MM,MN,MP,MQ,MR,MS,MT,MV,MW,MY,NA,NC,ND,NE,NF,NG,NH,NI,NK,NL,NM,NN,NP,NQ,NR,NS,NT,NV,NW,NY,PA,PC,PD,PE,PF,PG,PH,PI,PK,PL,PM,PN,PP,PQ,PR,PS,PT,PV,PW,PY,QA,QC,QD,QE,QF,QG,QH,QI,QK,QL,QM,QN,QP,QQ,QR,QS,QT,QV,QW,QY,RA,RC,RD,RE,RF,RG,RH,RI,RK,RL,RM,RN,RP,RQ,RR,RS,RT,RV,RW,RY,SA,SC,SD,SE,SF,SG,SH,SI,SK,SL,SM,SN,SP,SQ,SR,SS,ST,SV,SW,SY,TA,TC,TD,TE,TF,TG,TH,TI,TK,TL,TM,TN,TP,TQ,TR,TS,TT,TV,TW,TY,VA,VC,VD,VE,VF,VG,VH,VI,VK,VL,VM,VN,VP,VQ,VR,VS,VT,VV,VW,VY,WA,WC,WD,WE,WF,WG,WH,WI,WK,WL,WM,WN,WP,WQ,WR,WS,WT,WV,WW,WY,YA,YC,YD,YE,YF,YG,YH,YI,YK,YL,YM,YN,YP,YQ,YR,YS,YT,YV,YW,YY
Bombina_ma#N34,82688,5,16,54,3,97,0,15,4,14,8,11,87,5,3,481,351,269,0,2,6,16572,0,0,29,14,3,2,0,3,2,5,2,0,8,112,3,5,3,26,19,4,62838,814,0,46,16,0,11,3,0,190,3,11,4,15,2,11,0,5,67,0,1051,96194,0,53,7,3,86,6,6,20,4,161,5,9,9,39,0,0,1,6,0,0,38288,0,1,30,0,188,2,1,1,0,1,10,2,19,2,230,151,24,65,85,1,53519,0,2,14,6,3,30,6,8,32,182,11,48,0,1,2,4,11,3,5,1,28965,3,11,27,0,87,13,163,44,5,2,3,0,98,11,1,1,0,32,0,1,73430,4,282,105,14,2,1,4,10,43,755,0,0,10,0,4,53,0,6,2,21,89589,4,24,122,1,120,554,17,66,5,0,1,8,2,0,1,218,0,17,416,1,114694,290,2,24,47,18,33,10,276,2,9,14,0,0,0,4,0,0,187,10,233,29763,0,0,3,9,1,45,56,0,1,4,3,88,10,1,18,71,17,78,3,0,52958,5,8,8,332,92,1,0,5,98,2,2,9,4,3,20,2,3,72,2,6,53961,74,12,224,81,6,0,3,13,0,8,142,2,4,245,2,162,85,9,23,64,61263,73,10,9,4,0,3,1,25,2,3,0,11,79,6,599,16,9,13,6,110,59309,41,14,3,7,4,340,95,15,6,29,104,12,20,11,54,7,312,109,13,32,112744,463,10,1,15,286,3,3,5,3,5,4,158,38,12,42,89,35,2,20,465,70348,48,0,0,195,1,6,11,19,11,2,875,4,248,83,3,2,2,1,7,41,88156,0,4,0,7,0,0,4,3,0,1,1,12,1,0,0,0,8,0,0,0,5592,6,0,23,3,0,283,1,66,2,0,14,0,10,1,1,1,14,1,1,1,33466
Caiman_cro#N65,93451,7,7,13,1,35,3,2,2,13,2,0,18,6,1,63,163,119,0,1,1,17352,1,0,3,0,0,0,0,2,1,1,0,0,7,15,0,7,1,11,7,0,62379,85,0,27,9,3,4,0,2,69,0,2,6,5,5,5,0,7,22,0,104,97572,1,29,1,1,62,1,1,7,2,32,37,7,7,16,0,0,0,5,0,0,39700,0,0,13,0,51,0,0,0,1,0,12,0,20,0,28,42,5,16,31,0,56810,2,1,1,0,0,4,0,2,22,73,4,10,9,0,1,3,3,1,2,0,30857,2,0,5,1,11,1,18,39,1,3,0,0,24,0,0,3,0,14,1,3,74718,0,51,30,6,1,1,0,7,27,213,0,7,1,0,0,83,0,2,0,6,89097,1,5,41,1,58,151,9,14,1,0,0,8,3,0,0,55,0,1,51,2,118191,34,0,11,5,11,19,6,77,6,4,1,2,0,0,1,0,0,64,5,32,31509,3,0,3,2,1,29,44,4,0,2,0,30,7,0,1,23,4,29,1,0,52876,0,4,2,97,32,0,0,5,30,0,0,0,0,0,10,3,0,48,0,1,56437,18,5,83,21,2,0,0,3,0,1,29,0,1,36,2,32,19,3,5,16,63263,71,4,2,0,1,0,3,21,3,13,0,16,67,4,124,3,1,3,1,80,63426,14,6,0,10,0,45,19,2,4,30,49,1,7,8,29,0,110,27,7,24,111099,67,13,1,2,117,0,1,1,0,0,5,64,10,4,51,25,12,4,9,75,73941,11,0,1,54,4,2,9,6,13,1,218,1,58,68,0,1,1,2,9,6,92204,1,1,1,2,2,0,0,4,0,0,0,4,1,0,0,0,8,0,0,0,5968,0,0,8,2,1,20,0,13,5,0,2,1,7,0,1,1,12,2,4,1,34012
Callorhinc#N8,82543,0,18,33,3,120,3,18,5,11,7,8,63,3,7,305,238,189,1,2,6,15588,3,1,11,10,7,2,0,4,1,2,1,1,12,94,3,2,5,17,21,3,61062,558,0,36,20,0,5,3,0,145,3,8,5,18,6,8,0,3,30,0,614,95299,0,45,11,1,78,5,0,18,4,166,13,13,12,25,0,1,2,15,0,0,37503,4,4,25,1,180,1,1,0,1,2,15,4,21,1,170,145,11,53,58,0,51375,0,0,8,0,2,22,1,8,25,114,12,17,3,2,1,6,10,6,4,1,27413,1,6,12,1,39,8,101,45,6,0,0,0,72,12,0,1,2,16,0,0,72729,3,261,82,5,1,3,1,9,40,752,0,2,12,0,3,56,2,7,10,8,88945,7,12,71,5,103,622,23,45,4,3,0,12,5,5,1,137,2,10,203,8,112057,185,1,25,31,17,21,10,225,6,2,11,0,1,1,4,0,1,85,6,247,28779,2,2,5,4,3,32,70,0,0,10,3,110,8,1,18,39,17,41,3,0,51661,2,17,16,253,51,3,1,7,115,1,2,5,2,10,15,6,3,48,0,5,51322,25,12,150,32,11,1,2,9,0,7,140,0,9,114,2,85,46,5,11,57,60192,114,17,5,6,3,5,5,15,2,4,0,20,44,5,379,19,2,6,4,111,58141,25,13,4,4,1,242,57,8,11,18,86,7,10,5,31,3,165,64,4,36,104193,304,11,1,8,201,4,1,5,2,4,0,79,24,6,39,58,34,3,14,400,68519,46,0,0,156,0,6,10,19,12,0,620,0,210,63,1,4,1,0,5,42,87359,2,2,0,8,0,0,4,4,0,3,1,9,0,0,0,2,12,4,0,0,5671,3,0,40,4,3,216,1,82,1,0,12,0,14,2,4,2,17,2,1,2,33006
Calotriton#N88,88779,2,18,33,2,56,0,3,1,9,2,2,30,2,3,226,177,148,0,1,0,17146,0,1,16,11,0,1,0,4,0,0,0,0,10,38,0,0,1,7,20,1,65050,285,1,41,16,1,1,1,0,80,3,1,5,8,0,12,0,21,42,1,300,95444,0,33,0,2,64,2,4,4,3,62,14,22,5,32,0,0,1,14,1,1,40029,1,1,18,0,86,1,0,2,0,3,14,1,21,0,43,61,26,34,43,1,55005,1,0,4,3,0,2,3,0,32,77,4,38,9,0,0,1,4,1,3,0,31174,0,2,22,0,38,14,73,38,5,0,1,0,42,0,0,0,1,24,0,0,74456,6,119,82,6,1,0,11,24,43,229,0,0,2,2,8,33,1,1,1,11,88744,2,15,87,2,74,184,25,49,2,0,0,4,0,1,1,102,4,15,129,1,115262,95,0,18,34,29,24,5,100,3,1,1,0,0,1,1,1,0,88,11,90,32805,0,0,3,5,3,30,43,1,1,2,1,44,5,2,1,36,22,57,3,0,53209,1,3,5,156,38,1,0,7,42,0,2,3,3,0,19,1,3,59,0,0,54176,28,18,104,49,0,1,1,3,0,5,48,0,1,114,3,64,55,1,6,50,61452,88,17,2,2,0,1,3,14,8,2,2,31,43,11,104,21,5,3,10,67,61903,46,8,1,5,0,94,52,7,6,23,67,4,34,6,30,1,95,48,1,43,113165,137,2,1,8,161,0,4,5,1,4,0,64,25,6,33,29,33,1,18,231,74403,6,0,0,118,1,3,16,16,18,0,252,2,138,65,2,1,1,1,10,5,92245,0,0,0,15,0,0,1,1,0,0,0,15,0,0,0,0,6,2,0,0,5699,0,0,17,8,0,76,0,32,2,0,2,0,11,0,0,1,20,1,0,0,33136
Canis_fami#N59,96272,1,12,23,4,90,1,11,3,6,11,12,80,5,8,173,509,308,0,0,2,16775,0,1,9,18,5,0,0,3,0,1,0,0,31,44,2,4,3,37,41,0,61606,370,1,55,27,3,4,0,0,143,0,2,3,15,3,2,0,5,73,0,479,96810,1,71,8,1,116,2,0,7,2,136,11,8,7,18,0,0,0,17,0,1,39948,2,1,20,1,207,0,1,1,0,0,43,0,27,3,63,133,5,54,69,0,58476,4,1,3,2,2,11,4,2,67,193,6,19,2,1,0,6,14,1,2,1,31365,1,4,11,0,36,30,113,138,2,2,1,1,94,6,0,1,0,13,3,1,69401,3,216,122,2,1,0,3,9,105,751,0,0,11,0,3,109,1,8,3,8,83666,2,11,57,2,120,607,10,49,3,1,0,15,3,0,3,174,1,16,117,4,122373,91,0,55,40,35,42,2,262,22,2,9,0,0,0,0,0,0,93,12,162,28799,0,0,5,9,3,80,131,0,0,5,0,136,3,1,13,88,14,68,1,1,48671,3,3,11,367,66,1,0,8,115,2,1,2,1,0,19,0,2,93,0,0,59611,14,25,214,53,5,1,0,5,2,1,102,0,9,148,1,85,32,0,2,74,63105,243,6,1,0,3,2,2,32,1,6,0,43,108,2,287,22,4,7,25,196,67125,34,14,3,26,1,286,77,8,4,32,221,13,11,6,49,5,308,149,4,64,111380,223,4,4,9,444,1,3,4,1,9,2,142,21,9,124,39,47,3,9,285,72126,32,0,0,249,5,3,14,25,25,0,734,0,179,184,1,3,0,7,10,34,92732,1,1,0,5,0,0,1,2,0,0,1,4,0,0,0,2,12,5,0,0,6099,0,0,33,5,3,84,1,80,0,1,7,1,3,3,1,1,15,1,1,1,31739
Carcharodo#N18,84178,2,11,24,3,51,0,6,7,6,5,2,35,1,1,124,307,241,0,1,0,16349,0,0,13,14,4,0,0,2,0,2,2,0,13,52,3,0,1,30,28,1,62006,207,0,56,14,0,4,0,0,145,1,1,1,5,3,11,0,5,50,0,289,94599,0,57,4,0,100,2,1,5,2,69,4,6,6,18,0,0,1,9,0,0,38428,0,2,26,0,115,0,0,1,0,1,21,0,23,1,56,69,6,46,51,0,51645,0,3,2,1,0,9,0,1,40,113,4,18,1,0,3,11,11,2,2,0,28930,0,1,18,0,35,12,77,78,2,0,1,0,73,11,1,1,0,20,1,0,75806,2,98,76,10,2,0,4,12,91,512,0,1,2,0,1,80,0,2,1,12,89004,4,15,77,1,69,310,4,35,4,1,0,8,2,0,3,164,1,9,102,1,112762,95,0,26,32,12,34,6,141,2,3,7,0,0,4,1,0,0,101,17,112,30501,1,0,1,7,8,47,92,0,0,1,1,99,5,0,13,40,14,56,1,0,54210,1,2,5,245,51,0,0,18,63,0,0,2,2,1,12,0,1,62,1,1,50598,20,10,139,27,5,0,1,3,0,4,66,0,3,110,0,60,46,2,7,29,61613,150,3,3,1,3,5,3,33,1,3,0,32,82,1,206,20,8,9,10,126,59457,25,16,1,11,2,127,48,5,5,24,101,5,11,11,71,1,202,113,2,27,106708,167,4,1,10,283,3,1,1,0,5,3,156,27,3,75,46,23,3,11,178,71500,24,0,0,189,1,7,13,7,22,1,514,2,125,93,0,1,0,1,3,10,89031,0,0,0,4,0,0,1,1,0,0,0,5,1,0,0,1,8,4,0,0,5796,0,1,31,3,0,86,0,57,0,0,2,0,8,0,2,1,15,0,0,0,33383
Caretta_ca#N72,92081,2,6,10,1,32,0,4,0,2,0,0,19,1,0,82,149,93,0,0,0,17303,0,0,5,3,0,0,0,0,0,0,0,1,6,23,1,2,3,6,6,1,62228,70,0,26,9,0,1,1,0,45,0,0,0,5,1,8,0,2,22,0,117,97999,1,30,2,0,44,2,2,0,1,33,8,6,2,11,0,0,1,5,0,0,39775,0,0,7,0,42,0,0,0,0,1,8,1,15,1,16,26,13,22,27,3,56836,0,0,5,0,0,3,0,1,20,52,1,7,2,0,0,1,4,0,0,2,30935,0,0,7,0,12,7,27,48,3,4,0,0,26,0,0,1,0,10,0,0,75969,2,57,32,3,0,0,1,6,27,218,0,0,1,0,2,36,1,2,2,4,89821,3,6,35,2,46,118,6,29,0,0,0,2,1,0,1,55,1,4,40,0,117858,19,0,13,6,11,13,0,64,2,0,1,0,0,0,2,2,1,55,4,52,31977,0,0,2,1,0,18,44,0,0,1,0,23,0,1,3,23,6,23,0,0,53985,0,2,3,105,18,0,0,4,29,3,0,0,0,0,3,0,0,36,0,0,56434,13,4,64,11,3,0,0,0,0,0,21,1,0,37,0,24,14,2,0,13,63649,47,4,1,0,2,0,1,22,0,6,0,11,47,5,76,8,2,1,5,54,62816,11,4,1,6,1,52,30,4,2,11,44,2,4,2,17,0,89,30,1,23,111891,57,2,0,4,107,1,1,1,0,0,2,66,11,2,38,12,21,1,12,78,74774,1,0,0,67,0,5,6,7,8,0,213,2,46,45,0,0,0,2,3,5,92270,1,1,0,4,0,0,1,1,0,0,0,0,0,0,0,0,5,1,0,0,5922,0,0,15,1,0,26,0,13,1,0,1,0,11,0,0,2,3,0,1,3,34204
Carlia_rub#N69,91835,1,19,26,1,56,3,7,0,6,4,8,50,2,0,254,326,213,0,0,0,17298,0,0,10,16,3,1,0,4,0,1,1,0,10,53,0,2,2,16,15,0,62499,254,0,29,13,0,4,1,0,120,0,2,0,4,4,5,0,6,36,0,328,97010,0,46,2,0,67,3,1,6,1,68,4,4,6,15,0,0,1,11,0,0,40265,0,2,21,0,79,0,0,0,0,0,7,1,11,1,55,70,11,39,52,0,56380,2,1,3,5,0,3,2,5,35,101,2,32,3,0,0,2,9,0,1,2,31416,0,1,26,0,42,8,88,53,2,1,0,0,46,3,0,0,0,16,0,0,74853,5,110,73,7,2,3,1,6,62,383,0,1,1,0,3,43,0,4,2,10,89361,0,15,65,0,66,244,3,31,0,0,0,2,1,1,1,147,0,13,113,2,119237,134,2,32,32,17,23,5,149,5,2,3,0,0,1,1,0,0,65,10,118,31434,0,0,1,4,1,45,46,1,0,2,0,66,3,0,9,45,12,62,2,4,53512,0,0,3,181,39,1,0,5,51,1,0,1,0,0,12,1,1,50,0,0,56448,23,6,180,31,0,0,1,3,1,4,88,1,1,106,0,72,48,0,2,39,62748,94,2,3,1,0,0,1,22,1,0,1,22,69,3,211,12,4,7,3,88,62532,34,9,1,5,2,121,53,5,1,27,93,5,15,1,52,3,214,86,2,47,112004,249,3,1,10,213,0,1,1,0,0,0,71,19,4,39,33,18,2,7,242,73473,12,0,2,137,1,6,10,13,12,0,361,1,124,87,0,0,0,2,5,11,91599,0,2,0,13,0,1,0,1,0,0,0,5,0,0,0,2,4,1,0,0,6040,0,0,13,4,0,99,0,51,1,2,2,0,10,0,3,0,7,0,2,1,33399
Chamaeleo#N91,92616,1,17,22,2,102,1,12,3,7,4,4,62,1,1,224,316,222,0,0,1,17122,1,0,13,10,7,1,0,1,0,0,0,0,8,51,2,1,0,13,13,0,61699,363,0,35,10,0,3,0,1,126,2,0,0,18,3,8,0,3,39,0,427,98567,0,44,0,1,70,0,3,4,1,72,6,6,7,16,0,1,1,8,0,1,39844,0,0,30,0,121,1,0,0,0,0,15,0,17,0,77,88,7,35,49,0,56207,1,1,4,1,0,14,0,5,27,141,4,11,0,0,1,5,5,1,4,2,30642,0,4,10,0,36,10,72,35,2,1,0,0,59,9,0,1,0,13,1,0,74211,1,132,73,5,0,0,1,6,56,600,0,0,3,1,7,43,0,2,3,8,89999,2,6,77,2,61,313,9,47,0,1,0,5,1,0,2,152,3,13,159,1,118914,128,1,15,21,10,25,3,145,8,3,5,0,0,1,0,0,0,78,8,133,30712,0,0,2,6,1,41,56,1,0,3,2,84,2,2,11,41,8,52,0,2,53037,0,4,6,245,40,0,0,6,67,1,0,0,2,1,14,1,2,47,2,0,56987,25,10,177,32,5,0,0,7,1,5,90,2,2,99,1,79,37,1,6,44,62750,82,0,3,1,1,3,0,19,0,1,0,11,92,2,322,12,2,8,2,127,61437,15,5,2,11,1,167,47,4,2,18,110,7,7,6,37,1,232,75,3,21,110486,197,8,1,9,230,2,1,1,1,1,1,81,22,4,53,44,16,1,10,230,72356,32,0,0,147,1,2,10,10,19,1,671,1,154,78,2,5,0,3,4,13,91027,0,1,1,4,0,0,2,3,0,0,0,8,0,0,0,1,6,0,0,0,5991,1,0,27,1,0,116,0,51,0,0,3,0,12,2,1,1,8,0,0,0,33806
Chelonoidi#N87,91867,0,12,18,1,63,0,8,0,5,2,1,34,3,1,114,289,193,0,3,1,17340,6,0,11,8,0,0,0,5,0,0,0,0,5,37,1,2,11,36,20,3,62245,149,1,48,18,0,0,0,0,128,3,2,2,7,2,11,0,15,21,1,153,97862,3,47,0,1,139,3,0,10,0,53,18,6,2,17,1,0,0,9,0,1,39835,1,0,12,1,101,0,0,1,0,2,20,1,17,1,25,40,12,44,53,3,56859,1,1,7,2,0,6,0,1,63,107,2,15,5,2,0,2,7,0,1,0,30953,1,1,12,0,29,10,54,76,3,2,0,0,55,0,2,0,0,19,0,0,76140,1,63,53,11,0,1,0,10,58,368,0,7,3,1,1,76,0,3,1,3,89852,2,3,56,1,60,248,12,25,0,0,0,2,2,1,2,89,1,5,45,1,117843,32,0,33,12,19,26,8,114,14,4,2,3,1,0,0,0,0,113,8,72,32088,1,1,1,9,6,35,96,1,1,1,1,41,3,0,1,21,19,46,1,5,54044,1,3,0,218,32,1,0,5,47,1,0,2,0,2,10,0,1,90,0,3,56298,19,21,159,33,2,0,0,1,0,0,73,0,0,90,1,63,31,0,3,22,63596,83,8,4,0,1,0,4,37,1,14,1,24,103,1,173,8,5,1,5,128,62884,28,14,2,20,1,78,39,4,6,39,66,7,17,4,52,1,170,53,3,43,112038,121,7,2,6,190,2,1,0,3,3,3,126,17,3,79,28,34,4,12,122,74871,9,0,2,104,5,4,10,15,26,0,455,1,82,126,0,0,0,2,5,2,92314,0,2,1,7,0,1,1,5,0,0,1,3,0,0,1,0,11,0,0,1,5926,1,0,33,7,0,40,0,31,1,0,4,1,7,1,1,0,11,3,0,0,34211
Chiloscyll#N17,83764,2,19,35,0,62,2,13,2,6,9,2,45,1,1,163,377,247,0,2,0,16453,1,0,9,10,7,1,0,2,0,3,2,0,20,53,2,0,7,32,24,1,62039,301,1,47,17,0,0,1,3,170,1,2,1,6,1,8,0,4,51,0,382,94168,0,51,2,0,112,2,2,14,0,105,1,1,10,21,0,0,1,11,0,0,38539,0,1,27,0,133,0,1,0,0,0,10,0,14,1,69,88,3,66,66,0,51052,2,2,5,0,0,4,0,0,33,121,2,21,0,0,0,12,14,0,1,0,29097,0,1,16,0,44,8,110,103,5,1,2,1,83,9,1,0,0,25,0,0,76248,2,133,92,6,0,0,5,10,76,702,0,1,2,0,3,66,0,6,2,4,88893,1,17,93,1,91,323,7,50,1,0,0,6,4,1,0,163,0,11,145,1,112661,106,0,28,37,26,31,3,208,6,1,5,0,0,3,1,0,0,126,11,123,30509,1,1,0,2,1,45,106,0,0,3,0,102,6,1,13,63,16,48,1,1,54480,0,2,5,271,62,1,0,18,52,2,0,1,0,0,9,1,1,65,3,0,50237,28,4,168,17,4,0,1,7,0,2,105,0,5,144,0,78,45,3,4,41,61514,139,3,1,2,4,0,1,43,0,5,1,30,100,4,265,12,3,7,6,152,59251,27,11,2,12,4,163,82,5,1,21,92,5,10,6,66,3,301,84,3,55,106825,257,9,3,7,306,1,1,1,2,2,0,162,21,6,76,48,22,4,13,270,71660,34,0,2,151,2,6,8,17,16,0,684,2,136,132,0,1,1,1,2,18,88946,0,0,0,2,0,0,0,1,0,0,0,9,0,0,0,1,7,3,0,0,5792,1,1,33,3,2,93,0,58,1,1,2,0,12,1,2,2,14,1,2,0,33419
Chinemys_r#N87,91867,0,7,14,2,35,1,3,1,2,0,1,17,0,0,62,120,81,0,0,0,17340,1,0,3,7,1,0,0,0,1,0,0,0,11,14,0,0,1,14,14,0,62245,76,0,15,5,1,3,0,0,42,0,1,0,3,1,2,0,4,27,0,90,97862,0,24,0,1,44,1,2,3,0,29,1,0,1,5,0,0,2,4,0,0,39835,0,0,3,0,43,0,0,0,0,0,3,0,13,0,10,24,5,14,24,1,56859,0,0,2,0,0,0,1,1,22,36,0,11,0,0,0,1,5,0,0,0,30953,1,1,2,0,12,2,22,43,1,0,0,0,22,1,0,0,0,7,0,1,76140,1,46,33,4,1,0,3,7,13,165,0,0,3,0,0,15,0,1,1,1,89852,2,5,38,0,27,81,1,20,0,0,0,1,0,1,1,45,0,4,25,2,117843,21,0,11,7,5,13,0,61,1,0,0,1,0,0,0,1,0,31,5,25,32088,0,0,1,4,2,26,29,0,0,1,0,30,0,0,1,19,10,16,0,0,54044,0,2,0,73,17,0,0,4,18,1,0,1,1,0,3,1,0,34,1,0,56298,9,7,67,18,1,0,1,0,0,0,23,0,2,34,0,22,22,0,0,18,63596,39,1,1,0,0,0,2,15,0,1,0,13,33,1,68,6,1,0,1,41,62884,15,5,0,3,0,54,30,2,0,13,22,2,5,1,22,0,64,14,1,24,112038,50,0,1,3,87,1,1,0,0,0,0,54,8,0,30,7,24,0,5,70,74871,4,0,1,61,0,5,7,4,15,0,183,0,47,37,0,0,1,0,1,3,92314,0,1,0,3,0,0,2,1,0,0,0,0,0,0,0,2,0,1,0,1,5926,0,1,12,2,1,29,1,19,0,1,2,0,4,0,0,1,8,0,0,0,34211
Crocodylus#N54,93497,0,5,4,1,33,0,8,0,1,2,1,19,0,3,73,158,117,0,0,0,17309,1,0,3,2,5,0,0,1,1,0,1,2,15,13,0,3,1,21,12,1,62336,82,1,25,9,1,3,0,0,76,2,3,4,10,1,6,0,5,25,0,98,97700,0,25,1,1,61,0,0,2,0,34,6,8,2,11,0,0,0,5,0,0,39644,0,1,6,0,54,0,0,0,0,0,9,4,10,0,28,35,5,20,32,0,56798,1,2,2,1,1,4,0,1,21,62,2,12,0,0,0,3,6,2,0,0,30817,0,1,4,0,18,5,26,46,3,1,0,0,39,0,1,0,1,10,0,0,74649,2,43,35,5,1,1,0,6,38,216,1,1,2,0,2,44,3,0,2,3,89176,0,5,41,1,45,155,5,25,3,0,0,4,3,0,0,69,1,7,38,0,118207,44,0,6,8,6,11,2,88,6,1,3,1,0,1,0,0,0,43,2,44,31437,0,0,0,6,2,32,57,0,0,1,0,29,1,0,2,24,9,33,1,1,52848,0,1,0,135,27,1,0,1,35,1,0,1,0,2,2,2,1,44,1,1,56488,6,13,68,17,1,0,0,1,1,0,35,1,2,31,1,43,13,1,1,18,63233,80,6,1,1,4,1,0,14,1,4,0,10,57,3,99,4,2,1,5,74,63347,13,5,0,7,0,51,29,6,2,19,46,2,9,3,31,1,103,37,3,19,111040,64,3,4,9,141,1,0,0,0,1,2,57,5,4,44,16,12,0,8,60,73861,11,0,0,87,2,0,6,7,6,0,201,1,55,59,2,1,1,1,5,6,92125,0,2,0,5,0,0,1,2,0,0,0,0,0,0,0,1,2,1,0,0,5964,0,1,17,2,0,29,0,26,3,0,2,0,8,0,0,2,5,1,1,0,33996
Crotalus_a#N95,90362,0,5,10,0,21,0,0,0,0,1,0,10,0,0,33,106,78,0,0,0,17766,0,0,1,1,0,0,0,0,0,0,0,0,5,8,0,0,2,13,3,0,61006,46,0,11,6,0,1,0,0,52,0,1,0,1,1,1,0,2,10,0,52,97172,0,18,0,2,27,0,0,1,0,22,0,1,0,3,0,0,0,0,0,0,41648,0,0,3,0,25,0,0,0,0,0,3,0,7,0,5,14,6,12,12,0,55213,0,0,0,0,0,1,0,0,14,39,0,6,0,0,0,2,1,0,1,0,31478,0,0,1,0,3,3,14,19,0,0,0,0,23,0,0,0,0,2,0,0,79048,2,20,14,1,0,0,0,1,24,69,0,0,0,0,0,14,0,1,0,0,90306,0,1,14,0,14,49,1,7,0,0,0,0,0,0,0,36,0,1,18,0,120197,13,0,9,2,5,5,1,24,0,0,2,0,0,0,0,0,0,27,3,11,31208,0,0,0,0,0,15,20,0,0,0,0,4,0,0,0,9,4,9,1,0,55460,1,0,0,44,5,0,0,1,9,0,0,0,0,0,2,0,0,29,0,0,55228,8,7,55,5,0,0,0,0,0,0,17,0,0,18,0,10,8,0,0,7,63276,30,1,0,0,1,0,0,13,0,2,0,4,27,0,35,5,1,0,1,45,60740,8,5,0,9,0,17,19,0,0,11,15,0,1,2,19,0,61,13,0,9,111814,25,0,0,2,45,0,0,0,0,0,0,49,3,0,37,4,6,0,4,35,73225,0,0,0,29,0,1,3,3,9,0,169,0,24,47,0,0,0,0,1,0,88747,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,6173,0,0,13,0,0,6,0,8,0,0,0,0,1,1,0,0,3,0,0,0,33682
Cyclorana#N67,83452,3,6,21,0,75,0,8,6,6,2,3,36,3,0,157,187,131,0,1,6,16631,1,1,3,7,2,1,0,4,0,2,0,0,9,41,2,2,2,11,18,0,63892,310,1,19,4,1,3,2,0,83,0,3,0,7,1,8,0,5,35,0,339,94805,0,31,4,3,49,4,2,17,0,72,4,6,6,20,0,1,1,5,0,0,38366,0,2,20,1,94,2,0,0,0,1,10,1,12,1,81,58,6,21,29,2,53100,1,0,11,4,0,17,2,2,12,78,10,17,1,0,2,6,11,3,1,1,29508,1,1,13,0,42,6,74,36,4,3,0,0,43,5,1,0,0,15,0,0,73986,2,118,67,6,1,0,2,5,42,382,0,1,6,0,3,30,0,1,6,3,88754,5,13,61,1,49,292,15,39,2,2,0,5,1,1,3,81,0,10,123,1,113733,101,2,11,35,8,19,4,141,2,3,3,0,0,1,2,0,0,81,8,108,30381,0,1,3,2,4,23,47,1,0,5,1,78,6,2,6,43,10,57,1,0,53028,0,5,9,179,46,2,0,4,52,0,1,4,1,1,5,3,1,43,1,0,53257,15,8,79,24,5,0,0,5,2,1,83,1,2,94,3,75,41,1,8,31,61005,63,10,4,6,1,3,1,10,1,4,0,12,28,3,189,13,2,3,2,79,60119,14,6,0,2,4,149,47,7,4,13,89,5,14,10,30,3,148,54,3,23,113161,220,4,1,9,160,3,1,2,0,3,1,59,16,10,41,38,17,1,5,184,71161,18,0,1,120,0,3,7,5,9,0,334,0,110,36,3,1,4,0,10,14,89477,1,1,0,3,0,0,3,2,0,0,0,8,1,0,0,2,3,3,0,0,5591,0,0,13,5,0,100,0,25,1,0,3,0,11,0,2,2,10,1,0,0,33655
